from,to
8115,1443
16651,298
123,7821
605,300
921,1418
115,116
5919,211
73,16652
260,229
244,1991
3074,146
16,17
0,31
22,23
7,18
13,14
14172,20
16582,211
19,20
0,21
244,1991
4,5
518,229
13,14
16586,16587
7,68
4,5
2858,3374
103,104
115,116
311,312
6,5
708,5
2858,3374
7,15
7,40
16586,16587
0,21
0,46
24,20
13,14
1290,122
103,104
7,38
19,20
13,14
4,5
19,20
7,38
16586,16587
14172,20
24,20
76,77
101,102
24,20
3861,58
16653,345
73,16654
123,7821
36,43
135,3694
14172,20
16655,146
7,15
270,229
16586,16587
19,20
100,23
97,98
24,20
99,23
7,26
36,37
121,122
13,14
7,18
24,20
7,44
73,16656
16586,16587
0,46
4,5
7,79
6,5
36,37
7,26
13481,58
1448,685
304,126
308,126
304,126
308,126
16657,298
16658,232
16659,298
16660,298
904,905
123,7821
123,7821
308,126
304,126
299,300
308,126
304,126
308,126
304,126
308,126
304,126
308,126
304,126
16661,298
73,16662
16,17
302,300
304,126
308,126
708,5
304,126
308,126
304,126
308,126
304,126
308,126
304,126
308,126
304,126
308,126
115,116
0,21
22,23
24,20
780,211
7,79
934,58
135,58
103,104
924,925
13,14
15939,126
5391,126
5392,126
19,20
15938,126
15939,126
5391,126
5392,126
15938,126
14172,20
5392,126
5391,126
16586,16587
5392,126
5391,126
24,20
1290,122
3102,58
36,43
1290,122
3035,122
121,122
7,38
14172,20
5392,126
5391,126
1373,345
5392,126
5391,126
301,126
5392,126
5391,126
16109,126
301,126
5392,126
125,126
5391,126
16109,126
5392,126
15938,126
125,126
15939,126
5391,126
16109,126
5392,126
15938,126
125,126
5391,126
16109,126
5392,126
15938,126
5391,126
16109,126
5391,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
7,5566
24,20
135,58
0,35
710,122
36,37
7,68
36,37
16,17
16586,16587
924,925
135,58
16,17
7,44
0,46
13,14
36,43
4,5
710,122
115,116
7,26
24,20
135,58
710,122
16586,16587
0,21
7,44
6,5
19,20
125,126
24,20
305,126
16109,126
301,126
125,126
305,126
16109,126
301,126
125,126
305,126
16109,126
301,126
305,126
16109,126
15938,126
15939,126
5391,126
16109,126
5392,126
16109,126
16109,126
16109,126
16109,126
16109,126
14172,20
16,17
135,58
7,34
24,20
0,1
4,5
16586,16587
19,20
0,35
13,14
0,42
135,3694
7,18
16586,16587
6,5
36,37
5391,126
5392,126
125,126
15938,126
16109,126
305,126
301,126
15939,126
5391,126
5392,126
125,126
15938,126
16109,126
15939,126
16109,126
16109,126
115,116
16663,880
7,44
0,46
19,20
36,43
1290,122
119,120
103,104
135,58
4,5
115,116
117,118
16,17
123,7821
605,300
710,122
7,15
115,116
710,122
5392,126
924,925
5391,126
305,126
5392,126
125,126
305,126
5392,126
301,126
125,126
305,126
5392,126
5392,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
22,23
36,37
710,122
115,116
16586,16587
1358,1248
1373,58
5391,126
5392,126
7,5566
305,126
125,126
16109,126
301,126
5391,126
5392,126
16109,126
301,126
16109,126
16109,126
0,21
19,20
305,126
5392,126
5391,126
125,126
16109,126
301,126
5392,126
5391,126
125,126
16109,126
16109,126
16109,126
13,14
7,44
135,3694
36,43
7,68
4,5
14172,20
103,104
3035,122
1290,122
16664,298
1289,122
125,126
305,126
301,126
605,300
6,5
115,116
7,38
24,20
7,18
47,48
710,122
36,37
924,925
7,26
36,43
16586,16587
4,5
3322,3323
13,14
710,122
115,116
123,7821
125,126
16109,126
305,126
301,126
16109,126
301,126
16109,126
16109,126
115,116
710,122
0,21
13,14
305,126
3322,3323
103,104
125,126
16109,126
301,126
305,126
16109,126
16109,126
16109,126
7,44
0,1
710,122
1274,229
125,126
16109,126
305,126
301,126
16109,126
301,126
16109,126
16109,126
16586,16587
7,15
0,31
115,116
7,68
14172,20
7,18
0,84
117,118
7,60
7330,131
24,20
14172,20
7,34
115,116
13,14
115,116
0,84
7,18
115,116
16586,16587
6,5
7,60
0,46
4,5
405,229
115,116
36,43
934,58
7,68
4,5
708,5
19,20
24,20
14172,20
115,116
36,37
7,79
0,21
115,116
16,17
7,60
16,17
115,116
22,23
14172,20
19,20
24,20
36,43
13,14
407,229
16586,16587
207,208
19,20
7,68
36,37
115,116
13,14
0,84
7,18
115,116
100,23
24,20
115,116
16,17
16,17
7,40
0,46
22,23
13,14
8116,1443
103,104
7,15
305,126
915,916
121,122
125,126
1289,122
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
305,126
125,126
16109,126
301,126
16665,298
16666,298
1107,128
1229,128
16109,126
8112,1443
1311,55
105,58
7146,604
117,118
596,112
311,312
0,42
14172,20
119,120
16109,126
16667,298
127,128
924,925
11779,12133
5524,5525
305,126
125,126
16109,126
301,126
125,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
1357,300
605,300
19,20
895,685
4173,685
686,685
684,685
36,43
413,229
119,120
13,14
1449,685
24,20
12747,58
1106,128
16668,58
0,35
14172,20
19,20
24,20
1393,58
780,109
14172,20
411,229
7,8
0,31
36,43
7,68
16,17
14172,20
0,21
16,17
113,138
7,18
36,37
13,14
24,20
135,58
0,1
117,118
123,7821
123,7821
7,44
0,42
4,5
119,120
24,20
36,43
7,38
14172,20
16669,109
0,46
16670,298
7,60
0,1
115,116
4,5
14172,20
4,5
0,21
36,43
7,79
19,20
13,14
24,20
19,20
24,20
0,1
14172,20
7,38
36,37
7,40
7,79
0,42
16,17
16671,211
420,229
7,15
24,20
7,34
4384,3496
7,18
13,14
4,5
6,5
14172,20
422,229
0,1
4384,3496
4,5
115,116
16672,146
24,20
19,20
14172,20
244,245
16,17
16655,140
7,38
0,1
22,23
16673,1259
7,5566
13,14
24,20
6,5
16655,140
7,26
14172,20
7,44
0,42
4,5
100,23
16673,552
244,246
16674,1207
36,43
99,23
19,20
7,40
813,814
0,46
4384,3496
4384,3496
7,44
36,37
16,17
22,23
4,5
14172,20
19,20
4384,3496
7,38
13,14
1435,229
13,14
32,15601
14172,20
13481,109
13,14
36,43
0,35
7,79
19,20
101,102
76,77
7,8
7,38
0,1
1705,229
4384,3496
16674,1207
7,40
4384,3496
13,14
19,20
24,20
19,20
7,38
4,5
1304,229
6,5
24,20
13,14
4,5
13481,993
19,20
4,5
0,84
7,8
0,35
16,17
7,5566
16674,1207
7,79
97,98
0,31
16673,733
99,23
19,20
14172,20
24,20
139,113
100,23
24,20
13,14
24,20
32,15601
6,5
24,20
13,14
428,229
7,68
19,20
7,34
19,20
16,17
14172,20
7,68
4,5
13,14
13,14
19,20
7,38
4,5
7,34
0,46
36,37
434,229
708,5
7,18
24,20
4384,3496
16674,336
7,68
16,17
4384,3496
19,20
82,83
14172,20
0,42
16675,16676
32,15601
13,14
6,5
16674,336
19,20
7,38
76,77
4,5
4384,3496
14172,20
101,102
71,147
7,26
432,229
0,84
14172,20
10539,1641
16677,211
16675,16676
24,20
14172,20
19,20
16675,16676
36,43
7,34
16,17
4,5
14172,20
1142,229
36,37
13,14
7,40
16677,146
24,20
7,60
4384,3496
13,14
36,43
16678,1895
19,20
7,68
36,43
16674,336
11,16679
4384,3496
16675,16676
16,17
16675,16676
7,38
4384,3496
16,17
4,5
32,33
24,20
14172,20
440,229
16675,16676
10539,112
11,16680
16674,185
13,14
16675,16676
11,16681
10539,112
16682,146
7,15
442,229
11,16683
934,58
19,20
97,98
2,16684
36,43
16675,16676
161,16685
13,14
13,14
19,20
11,16686
7,79
6,5
4,5
5489,58
7,5566
11,16687
7,18
36,43
103,104
36,37
7,15
16,17
11,16688
7,8
24,20
0,1
5489,58
19,20
16689,298
16690,232
16691,897
16692,298
16693,298
904,905
16694,897
1110,685
0,46
16674,336
11,16695
115,116
5952,604
13,14
16675,16676
19,20
4,5
7,18
115,116
36,43
11779,12133
953,11366
119,120
16696,58
115,116
11779,12133
36,37
1384,1386
1887,112
605,300
12747,211
135,58
32,62
123,7821
117,118
71,655
0,35
780,58
1393,58
32,15601
115,116
135,58
19,20
4,5
123,7821
11,16697
24,20
115,116
921,211
1887,211
12747,211
7,79
119,120
14172,20
311,312
119,120
311,312
5489,217
16675,16676
16,17
14172,20
0,35
7,26
76,77
13,14
101,102
135,211
13,14
19,20
3520,146
13,14
7,68
4384,3496
7,79
14172,20
100,23
0,21
24,20
71,273
99,23
97,98
135,58
16675,16676
135,211
4,5
4384,3496
0,35
7,5566
16675,16676
4384,3496
16698,298
16699,298
0,84
0,46
7,68
4004,4602
7,15
16700,298
19,20
13,14
0,84
16675,16676
19,20
4384,3496
32,62
24,20
1472,170
4,5
0,46
7,68
36,43
3520,58
4004,4599
4004,4600
7,15
4,5
4004,4600
16701,1424
0,31
3520,58
11,16702
16,17
16675,16676
24,20
19,20
7,79
3520,535
19,20
24,20
0,35
13,14
11,16703
16704,211
16701,58
4,5
111,112
7,79
4004,15706
103,104
0,21
7,18
16675,16676
14172,20
16,17
4004,16705
0,84
97,98
19,20
7,40
24,20
458,229
36,43
9836,1259
16701,58
7,15
32,1825
16675,16676
1311,55
4004,5514
14172,20
22,23
24,20
7,5566
4004,15707
71,638
4,5
24,20
7,68
11,16706
169,170
19,20
169,170
16675,16676
4,5
7,79
103,104
16,17
16675,16676
169,170
19,20
7,5566
14172,20
169,170
169,170
0,46
7,68
13,14
36,43
11,16707
169,170
7,40
4,5
1636,229
0,42
14172,20
7,40
169,282
24,20
13,14
169,647
7,26
14172,20
11,16708
16675,16676
4,5
36,37
169,285
7,60
169,173
11,16709
7,5566
16604,211
24,20
169,286
19,20
0,84
125,126
301,126
15938,126
304,126
308,126
5391,126
305,126
5392,126
125,126
301,126
15938,126
304,126
308,126
5391,126
305,126
5392,126
125,126
301,126
15938,126
304,126
308,126
5391,126
305,126
5392,126
304,126
308,126
5391,126
305,126
5392,126
304,126
308,126
5391,126
5392,126
7,68
24,20
169,383
11,16710
0,46
7,40
169,179
16,17
304,126
5391,126
308,126
0,21
5392,126
304,126
5391,126
308,126
5392,126
304,126
5391,126
308,126
5392,126
125,126
304,126
5391,126
308,126
5392,126
304,126
5391,126
308,126
5392,126
16109,126
16109,126
16109,126
16109,126
16109,126
125,126
16109,126
305,126
301,126
125,126
16109,126
305,126
301,126
125,126
16109,126
305,126
301,126
16109,126
305,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16675,16676
7,26
244,245
7,60
19,20
9836,138
244,245
0,84
13,14
13,14
73,16711
244,1002
7,15
6,5
32,15601
16675,16676
14172,20
7,40
73,16712
100,23
71,209
24,20
99,23
97,98
7,26
22,23
953,11366
19,20
14172,20
19,20
4004,4293
16675,16676
9836,58
244,1002
7,44
4004,4293
0,84
14172,20
24,20
36,43
16713,1042
16675,16676
7,15
244,3253
24,20
308,126
5391,126
16109,126
15939,126
305,126
5392,126
301,126
4004,4702
304,126
125,126
15938,126
308,126
5391,126
16109,126
15939,126
305,126
5392,126
301,126
304,126
125,126
15938,126
308,126
5391,126
16109,126
15939,126
305,126
5392,126
301,126
304,126
125,126
15938,126
308,126
5391,126
16109,126
15939,126
305,126
5392,126
304,126
15938,126
308,126
5391,126
15939,126
5392,126
304,126
15938,126
22,23
7,26
13,14
4,5
73,16714
4004,5219
24,20
16713,1423
7,38
6,5
0,84
7,44
4004,4705
13,14
13924,3808
7,68
16675,16676
0,31
71,72
7,26
24,20
7,38
4004,5516
16,17
4004,5516
7,79
0,46
4,5
73,16715
7,44
36,43
0,42
16675,16676
14172,20
7,68
24,20
73,16716
19,20
16717,2190
4,5
7,26
13,14
7,38
24,20
0,1
24,20
32,15601
7,79
36,37
6,5
73,16718
1472,94
16675,16676
7,68
16713,1453
73,16719
24,20
5921,242
73,16720
7,38
0,1
4004,5528
16,17
7,79
97,98
0,42
36,43
16675,16676
1472,166
4004,4310
13,14
73,16721
16675,16676
13,14
7,18
7,5566
19,20
13,14
0,21
16675,16676
13,14
4,5
73,16722
7,8
0,31
7,34
24,20
16675,16676
1333,229
7,26
14172,20
0,46
7,60
16,17
36,43
16675,16676
7,79
32,15601
24,20
1963,229
7,26
6,5
13,14
141,142
7,26
36,37
7,8
16675,16676
14172,20
7,5566
16,17
0,35
16675,16676
7,40
24,20
36,37
16723,146
16675,16676
12424,146
474,229
7,18
4,5
0,21
123,7821
305,126
16109,126
5391,126
15939,126
15938,126
125,126
301,126
5392,126
308,126
304,126
16109,126
5391,126
15939,126
15938,126
125,126
5392,126
308,126
304,126
16109,126
16109,126
304,126
15938,126
308,126
16109,126
15939,126
305,126
5392,126
301,126
125,126
5391,126
304,126
15938,126
308,126
16109,126
15939,126
305,126
5392,126
301,126
125,126
5391,126
304,126
15938,126
308,126
16109,126
15939,126
305,126
5392,126
301,126
125,126
5391,126
304,126
15938,126
7,26
308,126
16109,126
15939,126
5392,126
301,126
5391,126
304,126
15938,126
308,126
16109,126
15939,126
5392,126
5391,126
16109,126
16109,126
119,120
304,126
308,126
71,147
97,98
16109,126
304,126
308,126
16109,126
304,126
308,126
16109,126
304,126
308,126
16109,126
304,126
308,126
16109,126
16109,126
16109,126
16109,126
16109,126
4,5
16675,16676
36,37
24,20
36,43
24,20
14172,20
24,20
7,68
7,44
16582,815
14172,20
16724,16725
24,20
7,26
36,37
0,42
13,14
13,14
7,79
4,5
16675,16676
16724,16726
71,148
135,211
0,21
0,31
24,20
19,20
7,15
19,20
16675,16676
7,18
19,20
14172,20
22,23
0,35
24,20
7,26
14172,20
16675,16676
7,60
36,37
15938,126
304,126
305,126
5392,126
15939,126
5391,126
308,126
125,126
16109,126
301,126
15938,126
304,126
305,126
5392,126
15939,126
5391,126
308,126
125,126
16109,126
301,126
15938,126
304,126
305,126
5392,126
15939,126
5391,126
125,126
16109,126
301,126
15938,126
304,126
5392,126
15939,126
5391,126
16109,126
301,126
15938,126
304,126
5392,126
15939,126
5391,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
1311,55
7,79
13,14
16675,16676
6,5
7,68
76,77
101,102
19,20
24,20
7,26
0,46
7,60
0,84
36,37
4569,140
16,17
7,79
99,23
100,23
24,20
14172,20
4569,136
19,20
13,14
4,5
7,15
36,43
6,5
0,46
14172,20
7,79
7,18
4569,223
24,20
0,1
36,37
7,60
0,42
16675,16676
7,8
19,20
36,43
24,20
16,17
14172,20
16675,16676
7,18
4,5
0,35
13,14
36,37
7,60
6,5
14172,20
7,34
16006,58
7,38
15938,126
301,126
125,126
16109,126
304,126
15939,126
5391,126
308,126
5392,126
15938,126
16109,126
304,126
15939,126
5391,126
308,126
5392,126
0,21
7,26
0,1
14172,20
36,37
0,42
7,68
24,20
0,46
22,23
13,14
32,15601
7,38
13,14
0,21
24,20
4,5
16006,134
36,37
6,5
4,5
7,34
0,46
16727,211
7,18
4,5
14172,20
0,1
16727,146
7,26
0,31
24,20
492,229
7,15
16728,1895
7,34
13,14
0,21
14172,20
496,229
36,37
7,68
0,46
4,5
16728,1042
24,20
934,58
4,5
0,84
16,17
494,229
24,20
7,79
36,37
13,14
32,15601
7,8
4,5
19,20
7,18
13,14
0,35
7,40
7,26
6,5
14172,20
36,43
16701,16728
0,46
7,34
16728,1424
22,23
230,229
7,60
13,14
13,14
19,20
7,26
4,5
13,14
508,421
510,423
301,126
308,126
5392,126
15939,126
5391,126
239,418
125,126
1886,2401
16109,126
304,126
305,126
13,14
15938,126
301,126
308,126
5392,126
15939,126
5391,126
125,126
16109,126
304,126
305,126
15938,126
301,126
308,126
5392,126
15939,126
5391,126
125,126
16109,126
304,126
305,126
15938,126
308,126
5392,126
15939,126
5391,126
125,126
506,416
0,46
16109,126
304,126
15938,126
308,126
5392,126
15939,126
5391,126
16109,126
304,126
15938,126
16109,126
16109,126
16109,126
16109,126
16109,126
1395,425
7,34
6,5
513,427
1250,431
251,429
0,35
1402,435
254,437
7,5566
255,433
15938,126
16109,126
308,126
5391,126
304,126
15939,126
301,126
125,126
305,126
5392,126
15938,126
16109,126
308,126
5391,126
304,126
15939,126
301,126
5392,126
16109,126
16109,126
291,451
293,455
71,638
4,5
268,443
264,441
16674,1270
407,461
409,464
7,5566
405,4593
19,20
413,466
411,468
1127,470
432,493
442,3237
1142,497
440,4595
438,495
446,4596
430,489
15938,126
448,502
16109,126
1155,503
15939,126
301,126
125,126
305,126
15938,126
16109,126
15939,126
301,126
125,126
305,126
15938,126
16109,126
15939,126
16109,126
16109,126
16109,126
444,499
454,3238
450,504
0,46
458,509
456,507
24,20
7,44
1210,516
1324,2409
1333,2414
1963,2416
474,517
476,519
478,2417
24,20
7,18
490,2421
13,14
486,3913
492,3912
32,15601
7,26
24,20
0,1
7,34
19,20
6,5
7,40
36,43
7,79
36,37
7,18
4,5
7,26
16,17
4,5
244,245
7,34
236,229
4,5
13,14
0,31
36,37
7,18
14172,20
14172,20
7,26
24,20
115,116
24,20
0,42
7,44
19,20
14172,20
0,31
16674,403
36,37
24,20
7,18
14172,20
19,20
7,26
16,17
7,8
13,14
16674,1141
19,20
0,42
24,20
7,44
14172,20
7,40
4,5
111,112
16729,146
13,14
239,229
7,79
36,43
36,37
7,5566
0,31
11779,12133
4,5
6,5
7,34
0,35
1229,128
0,21
4,5
103,104
7,40
506,229
16,17
0,31
14172,20
4281,146
19,20
14172,20
19,20
7,34
19,20
24,20
13,14
508,229
13,14
36,43
934,58
7,79
19,20
24,20
7,60
7,8
0,1
24,20
4,5
97,98
169,58
36,37
0,31
100,23
7,38
115,116
115,116
16730,170
0,46
169,1139
0,1
13,14
7,34
14172,20
0,21
169,170
22,23
19,20
1311,55
129,112
125,126
16165,16418
15938,126
119,120
5392,126
15938,126
169,170
7,26
169,170
19,20
169,170
16,17
19,20
7,15
14172,20
169,170
16,17
14172,20
19,20
36,43
7,5566
19,20
0,35
169,282
7,8
169,172
13,14
115,116
169,173
7,15
115,116
16674,109
4,5
15939,126
15939,126
15939,126
125,126
15938,126
15939,126
15938,126
15939,126
36,43
169,383
1631,229
169,179
4,5
5392,126
305,126
115,116
125,126
301,126
5392,126
305,126
125,126
301,126
5392,126
305,126
15938,126
125,126
301,126
5392,126
15938,126
301,126
5392,126
15938,126
16109,126
16728,217
115,116
5392,126
15938,126
16,17
125,126
934,58
115,116
5391,126
16109,126
7,44
301,126
0,84
5392,126
15938,126
125,126
5391,126
16109,126
301,126
5392,126
15938,126
125,126
5391,126
16109,126
301,126
5392,126
15938,126
125,126
5391,126
16109,126
5392,126
15938,126
5391,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
7,60
3322,3323
0,21
125,126
5391,126
15938,126
249,229
15939,126
16165,58
305,126
5392,126
301,126
5391,126
15938,126
15939,126
305,126
13,14
5392,126
115,116
16109,126
16109,126
16109,126
16109,126
32,15601
7,40
19,20
4,5
934,58
13,14
82,83
0,42
13,14
934,256
24,20
16731,16732
7,15
71,147
24,20
14172,20
100,23
19,20
4,5
99,23
6,5
97,98
7,60
24,20
19,20
19,20
16165,58
0,46
16731,16732
7,38
16,17
4,5
16731,16732
0,21
301,126
125,126
5391,126
15938,126
16109,126
15939,126
305,126
5392,126
301,126
125,126
5391,126
15938,126
16109,126
15939,126
305,126
301,126
125,126
5391,126
15938,126
16109,126
15939,126
305,126
301,126
125,126
15938,126
16109,126
15939,126
305,126
301,126
125,126
15938,126
16109,126
15939,126
305,126
125,126
15938,126
16109,126
15939,126
15938,126
16109,126
15939,126
15938,126
16109,126
15939,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
13,14
36,37
0,35
1916,1917
24,20
7,5566
7,38
16731,16732
0,1
24,20
36,43
0,21
19,20
24,20
7,5566
16,17
16713,58
19,20
301,126
7,68
125,126
15938,126
5391,126
16109,126
15939,126
305,126
5392,126
301,126
15938,126
5391,126
16109,126
15939,126
5392,126
16109,126
16109,126
32,15601
16731,16732
19,20
36,37
7,40
0,35
13,14
16713,217
71,360
4,5
0,42
24,20
14172,20
7,79
16731,16732
16165,541
7,18
7,40
16,17
0,35
99,23
97,98
0,1
7,8
13,14
16733,1896
4,5
24,20
19,20
0,84
36,37
934,114
13,14
7,60
19,20
24,20
7,34
14172,20
16731,16732
0,42
7,38
16734,16735
4,5
0,84
7,60
16,17
4,5
0,21
0,42
4,5
7,68
13,14
0,31
13,14
4,5
6,5
24,20
71,655
7,34
14172,20
4,5
7,79
14172,20
934,58
16731,16732
16,17
7,18
14172,20
19,20
7,60
22,23
518,229
24,20
135,211
19,20
14172,20
7,26
13,14
13,14
7,44
16731,16732
934,114
76,77
101,102
71,273
14172,20
100,23
97,98
0,46
7,26
1311,55
7,44
308,126
125,126
16109,126
301,126
15938,126
304,126
14172,20
305,126
5392,126
15939,126
5391,126
308,126
125,126
16109,126
301,126
15938,126
304,126
305,126
5392,126
15939,126
5391,126
308,126
125,126
16109,126
301,126
15938,126
304,126
305,126
5392,126
15939,126
5391,126
308,126
16109,126
301,126
15938,126
304,126
5392,126
15939,126
5391,126
308,126
16109,126
15938,126
304,126
5392,126
15939,126
5391,126
16109,126
16109,126
16109,126
16109,126
16109,126
16109,126
15939,126
305,126
301,126
125,126
15938,126
16109,126
15939,126
305,126
301,126
125,126
5391,126
15938,126
308,126
16109,126
15939,126
305,126
5392,126
301,126
125,126
304,126
15938,126
308,126
16109,126
15939,126
305,126
5392,126
304,126
15938,126
308,126
16109,126
15939,126
5392,126
304,126
15938,126
16109,126
16109,126
16109,126
16109,126
16109,126
16731,16732
7,60
5305,140
0,84
13,14
32,15601
19,20
0,1
16678,1424
7,79
24,20
16731,16732
71,184
7,60
19,20
16736,776
19,20
934,58
5305,140
7,38
304,126
15938,126
308,126
4,5
16109,126
15939,126
305,126
5392,126
301,126
125,126
5391,126
304,126
15938,126
308,126
16109,126
15939,126
5392,126
125,126
5391,126
16109,126
16109,126
7,44
16,17
16,17
16731,16732
7,68
24,20
4,5
7,60
16731,16732
7,40
14172,20
24,20
4,5
16731,16732
13,14
0,42
7,79
4,5
123,7821
6,5
0,84
19,20
24,20
14172,20
7,34
304,126
305,126
5391,126
16109,126
15939,126
5392,126
301,126
125,126
15938,126
308,126
304,126
5391,126
16109,126
15939,126
5392,126
301,126
15938,126
308,126
16109,126
16109,126
4,5
276,229
16731,16732
14172,20
0,35
16,17
0,1
97,98
22,23
100,23
99,23
14172,20
19,20
0,21
279,353
16731,16732
13,14
0,46
7,26
284,229
14172,20
19,20
0,1
7,5566
6,5
4281,140
0,31
7,68
0,21
4,5
16731,16732
291,229
16,17
7,5566
16,17
7,8
0,84
13,14
0,31
4,5
13,14
13,14
14172,20
7,38
293,229
6,5
14172,20
19,20
14172,20
7,34
0,21
16,17
24,20
0,42
16678,992
244,245
7,5566
14172,20
16731,16732
244,1826
4,5
0,46
7,26
24,20
99,23
0,1
100,23
16731,16732
4,5
71,209
7,5566
4,5
0,21
7,34
22,23
16731,16732
24,20
14172,20
4,5
7,79
13,14
7,40
16731,16732
36,37
13,14
19,20
4,5
14172,20
16731,16732
13,14
7,60
0,84
71,72
22,23
36,43
7,8
0,31
7,60
36,43
19,20
352,229
7,44
13,14
4,5
19,20
14172,20
7,8
14172,20
16731,16732
0,35
14172,20
7,34
16731,16732
6,5
4,5
7,5566
16731,16732
14172,20
36,37
16,17
24,20
19,20
4,5
14172,20
99,23
100,23
7,60
16731,16732
0,42
13,14
7,44
7,5566
36,37
13,14
22,23
6,5
14172,20
19,20
7,68
16,17
4,5
36,37
7,15
16731,16732
19,20
14172,20
16737,256
0,46
4,5
7,34
19,20
115,116
4,5
19,20
7,44
7,8
16724,16725
103,104
14172,20
0,31
6,5
103,104
16724,16725
0,84
5391,126
125,126
16109,126
304,126
305,126
301,126
308,126
16731,16732
5392,126
5391,126
125,126
16109,126
304,126
305,126
301,126
308,126
5392,126
5391,126
125,126
16109,126
304,126
305,126
301,126
308,126
5392,126
5391,126
125,126
16109,126
304,126
308,126
5392,126
5391,126
16109,126
304,126
308,126
5392,126
16109,126
16109,126
16109,126
16109,126
16109,126
7,60
16,17
1384,1386
411,229
14172,20
16109,126
304,126
305,126
15938,126
301,126
308,126
5392,126
15939,126
5391,126
125,126
16109,126
304,126
15938,126
301,126
308,126
5392,126
15939,126
5391,126
16109,126
16109,126
19,20
24,20
16724,16725
4,5
14172,20
16731,16732
19,20
103,104
7,79
19,20
7,34
24,20
16724,16725
24,20
14172,20
1127,229
7,40
16724,16725
19,20
6,5
7,38
0,1
4,5
7,60
76,77
16731,16732
101,102
16724,16725
16,17
14172,20
36,43
16731,16732
14172,20
19,20
24,20
24,20
32,15601
13,14
16731,16732
0,84
13,14
0,1
16724,16725
14172,20
16731,16732
14172,20
415,229
6,5
0,21
14172,20
0,31
16,17
16731,16732
7,60
19,20
7,40
22,23
0,35
7,26
13,14
7,38
4,5
0,42
14172,20
16724,16725
14172,20
36,43
4,5
7,40
6,5
0,1
16731,16732
7,8
36,37
16,17
7,26
19,20
0,35
4,5
14172,20
97,98
5938,58
14172,20
115,116
32,15601
424,229
13,14
16724,16725
7,68
0,21
24,20
19,20
24,20
36,37
7,44
16731,16732
0,35
7,79
7,60
6,5
36,43
0,21
4,5
1434,229
7,5566
5938,3694
7,38
36,37
16,17
4,5
19,20
14172,20
24,20
13,14
24,20
16724,16725
13,14
0,21
7,68
1435,229
19,20
36,37
24,20
6,5
14172,20
7,15
16724,16726
36,43
4,5
7,34
0,1
16724,16725
19,20
1705,229
16,17
7,38
22,23
7,26
0,84
32,15601
4579,131
13,14
14172,20
0,21
4579,131
7,44
0,84
24,20
7,60
4,5
7,34
0,1
16724,16726
7,68
24,20
4,5
36,37
7,18
13,14
13,14
7,60
19,20
13,14
7,40
19,20
13,14
0,21
4,5
14172,20
36,37
4579,58
0,35
7,60
36,43
16,17
19,20
0,1
24,20
0,31
24,20
308,126
16109,126
15939,126
305,126
301,126
125,126
304,126
15938,126
308,126
16109,126
15939,126
125,126
304,126
15938,126
16109,126
16109,126
32,15601
5391,126
5391,126
4,5
13,14
24,20
19,20
7,26
14172,20
4579,3321
24,20
4,5
0,1
36,43
7,5566
24,20
0,31
4,5
14172,20
36,37
7,18
0,84
7,15
19,20
16,17
4579,2897
7,34
13,14
436,229
4,5
76,77
0,42
101,102
16738,146
14172,20
0,84
13,14
7,15
0,21
22,23
7,40
71,638
6,5
24,20
7,8
0,42
7,18
16,17
16,17
7,60
0,35
14172,20
0,1
36,43
7,68
19,20
7,5566
24,20
14172,20
36,37
19,20
1142,229
7,79
36,43
6,5
7,38
7,8
16739,131
4579,134
0,42
36,37
244,245
7,15
6489,131
16,17
5938,134
244,245
7,26
0,21
7,68
16678,16740
19,20
7,38
14172,20
440,229
14172,20
24,20
97,98
19,20
100,23
99,23
7,26
19,20
4,5
6,5
16678,136
7,68
16741,146
0,31
14172,20
19,20
16741,146
7,34
4,5
0,1
14172,20
16,17
7,8
13,14
36,43
4,5
7,44
13,14
0,1
36,37
7,38
6,5
7,18
101,102
7,60
5391,126
5392,126
16109,126
4,5
5391,126
5392,126
16109,126
16109,126
16109,126
16,17
16109,126
5392,126
16109,126
16109,126
16109,126
16109,126
16109,126
24,20
0,42
14172,20
36,37
4,5
13,14
0,21
444,229
7,40
780,914
14172,20
14172,20
13,14
19,20
0,31
304,126
305,126
15938,126
24,20
301,126
15939,126
125,126
304,126
125,126
5392,126
15938,126
5391,126
15939,126
5392,126
5391,126
7,79
14172,20
19,20
0,35
7,8
4,5
16,17
0,46
7,68
4,5
16739,109
7,40
24,20
14172,20
32,15601
